element_type,osmid,highway,geometry,source,source_ref,bus,name,network,network:wikidata,operator,operator:wikidata,public_transport,ref,shelter,nodes,lanes,tiger:cfcc,tiger:county,tiger:name_base,tiger:name_type,tiger:zip_left,tiger:zip_right,lanes:backward,lanes:forward,turn:lanes:backward,turn:lanes:forward,store,bench,bin,route_ref,source:highway,cycleway,lanes:both_ways,maxspeed,name_1,source:maxspeed,tiger:name_base_1,tiger:name_type_1,tiger:reviewed,oneway,surface,bridge,layer,stop_code,stop_name,access:lanes:both_ways,placement:both_ways,tiger:name_direction_prefix,note:lanes,placement:backward,turn:lanes,bicycle,tiger:name_direction_prefix_1,departures_board,lit,tactile_paving,network:wikipedia,operator:wikipedia,railway,subway,wheelchair,station,wikidata,description,sidewalk,area,level,location,tunnel,name:en,addr:city,addr:housenumber,addr:postcode,addr:state,addr:street,light_rail,tiger:zip_left_1,tiger:zip_right_1,cycleway:both,amenity,note,loc_ref,alt_name,parking:both,parking,parking:lane:left,parking:right,parking:lane:both,parking:lane:both:parallel,parking:condition:both,cycleway:right,cycleway:both:lane,incline,parking:condition:right,sidewalk:both:wheelchair,cycleway:right:lane,sidewalk:right:wheelchair,cutting,parking:condition:left,parking:lane:right,parking:lane:right:parallel,cycleway:left,sidewalk:left,sidewalk:right,foot,shoulder,lane_markings,smoothness,parking:lane:left:parallel,turn:lanes:both_ways,parking:left,parking:left:orientation,cycleway:left:lane,sidewalk:both,name:prefix,hgv,horse,motor_vehicle,parking:both:restriction,parking:lane:right:diagonal,check_date,building,internet_access,internet_access:fee,towards,tiger:linearid,tiger:mtfcc,tiger:zip,junction,old_ref,old_ref:legislative,parking:both:orientation,covered,railway:position,train,hgv:conditional,tiger:name_direction_suffix,placement:forward
way,398570151,tertiary,"LINESTRING (-118.2063921 33.9107155, -118.2063781 33.9107638, -118.2062866 33.9110796)",,,,North Bullis Road,,,,,,,,"[4013187956, 6790050583, 123166792]",3,A41,"Los Angeles, CA",Bullis,Rd,,,1,2,,left|,"Walmart, 2100 N Long Beach Blvd, Compton",,,,,,,,,,,,no,,asphalt,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,398570152,tertiary,"LINESTRING (-118.2059976 33.9120449, -118.2060636 33.9118176)",,,,North Bullis Road,,,,,,,,"[123051503, 4013187958]",3,A41,"Los Angeles, CA",Bullis,Rd,,,2,1,left|,,"Walmart, 2100 N Long Beach Blvd, Compton",,,,,,,,,,,,no,,asphalt,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,398570153,tertiary,"LINESTRING (-118.2070659 33.9084189, -118.207046 33.9084854, -118.2069878 33.9086805)",,,,North Bullis Road,,,,,,,,"[4013187949, 6790050569, 4013187950]",4,A41,"Los Angeles, CA",Bullis,Rd,,,,,,,"Walmart, 2100 N Long Beach Blvd, Compton",,,,,,,,,,,,no,,asphalt,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,398570154,tertiary,"LINESTRING (-118.2062092 33.9113359, -118.2062866 33.9110796)",,,,North Bullis Road,,,,,,,,"[4013187957, 123166792]",3,A41,"Los Angeles, CA",Bullis,Rd,,,1,2,,left|,"Walmart, 2100 N Long Beach Blvd, Compton",,,,,,,,,,,,no,,asphalt,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,398570155,tertiary,"LINESTRING (-118.2071458 33.9081552, -118.2070659 33.9084189)",,,,North Bullis Road,,,,,,,,"[122981214, 4013187949]",5,A41,"Los Angeles, CA",Bullis,Rd,,,3,2,left||,,"Walmart, 2100 N Long Beach Blvd, Compton",,,,,,,,,,,,no,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,398570159,tertiary,"LINESTRING (-118.206799 33.9093109, -118.2067398 33.9095155)",,,,North Bullis Road,,,,,,,,"[4013187951, 4013187952]",4,A41,"Los Angeles, CA",Bullis,Rd,,,,,,,"Walmart, 2100 N Long Beach Blvd, Compton",,,,,,,,,,,,no,,asphalt,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,398570160,tertiary,"LINESTRING (-118.206462 33.9104742, -118.2063921 33.9107155)",,,,North Bullis Road,,,,,,,,"[4013187955, 4013187956]",2,A41,"Los Angeles, CA",Bullis,Rd,,,,,,,"Walmart, 2100 N Long Beach Blvd, Compton",,,,,,,,,,,,no,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,398570161,tertiary,"LINESTRING (-118.2058131 33.9126423, -118.2059976 33.9120449)",,,,North Bullis Road,,,,,,,,"[123411715, 123051503]",2,A41,"Los Angeles, CA",Bullis,Rd,,,,,,,"Walmart, 2100 N Long Beach Blvd, Compton",,,,,,,,,,,,no,,asphalt,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,398570162,tertiary,"LINESTRING (-118.2066499 33.9098258, -118.2065056 33.9103238)",,,,North Bullis Road,,,,,,,,"[4013187953, 4013187954]",4,A41,"Los Angeles, CA",Bullis,Rd,,,,,,,"Walmart, 2100 N Long Beach Blvd, Compton",,,,,,,,,,,,no,,asphalt,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,398570163,tertiary,"LINESTRING (-118.2067398 33.9095155, -118.2066499 33.9098258)",,,,North Bullis Road,,,,,,,,"[4013187952, 4013187953]",5,A41,"Los Angeles, CA",Bullis,Rd,,,2,3,,left||,"Walmart, 2100 N Long Beach Blvd, Compton",,,,,,,,,,,,no,,asphalt,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,398570164,tertiary,"LINESTRING (-118.2069878 33.9086805, -118.2069247 33.9088865, -118.2068762 33.9090446)",,,,North Bullis Road,,,,,,,,"[4013187950, 8370445458, 122739743]",5,A41,"Los Angeles, CA",Bullis,Rd,,,2,3,,left||,"Walmart, 2100 N Long Beach Blvd, Compton",,,,,,,,,,,,no,,asphalt,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,398570165,tertiary,"LINESTRING (-118.2065056 33.9103238, -118.206462 33.9104742)",,,,North Bullis Road,,,,,,,,"[4013187954, 4013187955]",5,A41,"Los Angeles, CA",Bullis,Rd,,,2,3,,left||,"Walmart, 2100 N Long Beach Blvd, Compton",,,,,,,,,,,,no,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,398570166,tertiary,"LINESTRING (-118.2068762 33.9090446, -118.206799 33.9093109)",,,,North Bullis Road,,,,,,,,"[122739743, 4013187951]",5,A41,"Los Angeles, CA",Bullis,Rd,,,3,2,left||,,"Walmart, 2100 N Long Beach Blvd, Compton",,,,,,,,,,,,no,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1103832357,tertiary,"LINESTRING (-118.2070755 33.9035212, -118.2071022 33.9037743)",,,,North Bullis Road,,,,,,,,"[626489275, 4011752391]",5,A41,"Los Angeles, CA",Bullis,Rd,,,3,2,left||,,"Walmart, 2100 N Long Beach Blvd, Compton",,,,,,,,,,,,no,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1137750859,tertiary,"LINESTRING (-118.2038093 33.9177937, -118.2035424 33.9177142, -118.2033789 33.9176685, -118.2032849 33.9176422, -118.2020392 33.9172943, -118.2016973 33.9171987, -118.2015881 33.917166, -118.2014284 33.9171182, -118.2007183 33.9169057, -118.1996905 33.9166151, -118.198497 33.9162678, -118.1978317 33.9160942)",,,,Agnes Street,,,,,,,,"[123326116, 1974721525, 6353628632, 6807608639, 10605355853, 123021628, 5618442889, 10605355854, 122883700, 123012459, 123326119, 123326122]",,A41,"Los Angeles, CA",Agnes,St,90262,90262,,,,,"Walmart, 2100 N Long Beach Blvd, Compton",,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1137750868,tertiary,"LINESTRING (-118.1975078 33.916, -118.1978317 33.9160942)",,,,Agnes Street,,,,,,,,"[11189364535, 123326122]",,A41,"Los Angeles, CA",Agnes,St,90262,90262,,,,,"Walmart, 2100 N Long Beach Blvd, Compton",,,,,,,,,,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1137750869,tertiary,"LINESTRING (-118.1973991 33.9160503, -118.1974285 33.9160528, -118.1974572 33.9160471, -118.1974795 33.9160358, -118.1974968 33.9160197, -118.1975078 33.916, -118.1975114 33.9159786, -118.197507 33.9159572, -118.1974951 33.9159368, -118.197476 33.9159205, -118.1974518 33.9159097, -118.197428 33.9159058, -118.1974039 33.9159073, -118.1973811 33.9159142, -118.197361 33.9159259, -118.1973457 33.9159426, -118.197336 33.9159623, -118.197334 33.9159834, -118.1973391 33.9160042, -118.197351 33.9160229, -118.1973724 33.91604, -118.1973991 33.9160503)",,,,,,,,,,,,"[11189372545, 11189372546, 10605355878, 10605355879, 11189364534, 11189364535, 11189364536, 11349884467, 11189372537, 11189372538, 123326124, 11189372539, 11189372540, 11189372541, 11349884468, 10605355880, 10605355855, 11189372543, 11189372544, 11349907369, 10605355881, 11189372545]",,,,,,,,,,,,"Walmart, 2100 N Long Beach Blvd, Compton",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,roundabout,,,,,,,,,
way,1211712742,tertiary,"LINESTRING (-118.2166959 33.9208542, -118.2146419 33.9196028, -118.2144238 33.9194995, -118.2143273 33.9194712, -118.2142073 33.9194516, -118.2140331 33.9194731, -118.2138601 33.9194692, -118.213704 33.919415, -118.2135725 33.9193319, -118.2130081 33.9190178, -118.212183 33.9188967, -118.2118586 33.9186936)",,,,Cedar Avenue,,,,,,,,"[122557719, 122557723, 2445101851, 2445101849, 2445101847, 2445101850, 2445101848, 122557727, 3590560856, 122557730, 1779557930, 122557735]",,A41,"Los Angeles, CA",Cedar,Ave,90262,90262,,,,,"Walmart, 2100 N Long Beach Blvd, Compton",,,,,,,,,,Cedar,St,no,,,,,,,,,,,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Cedar Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1223357693,tertiary,"LINESTRING (-118.2053007 33.9141725, -118.2053091 33.9141516, -118.2053736 33.9139901)",Yahoo,,,Bullis Road,,,,,,,,"[2544229373, 123442755, 123442739]",3,,,,,,,1,2,,left|,"Walmart, 2100 N Long Beach Blvd, Compton",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4317239000,bus_stop,POINT (-118.225327 33.9804379),,,yes,Metro 251,Metro Local,Q77610,Los Angeles County Metropolitan Transportation Authority,Q3259702,platform,,,,,,,,,,,,,,,"JCPenney, 6420 Pacific Blvd, Huntington Park",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4317239005,bus_stop,POINT (-118.2227518 33.9738369),,,yes,Florence & Seville,Metro Local,Q77610,Los Angeles County Metropolitan Transportation Authority,Q3259702,platform,,,,,,,,,,,,,,,"JCPenney, 6420 Pacific Blvd, Huntington Park",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4317280293,bus_stop,POINT (-118.222869 33.9892542),,,yes,Metro 251,,,,,platform,,,,,,,,,,,,,,,"JCPenney, 6420 Pacific Blvd, Huntington Park",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4317280295,bus_stop,POINT (-118.22536 33.9826184),,,yes,Metro 251,Metro Local,Q77610,Los Angeles County Metropolitan Transportation Authority,Q3259702,platform,,,,,,,,,,,,,,,"JCPenney, 6420 Pacific Blvd, Huntington Park",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4317280993,bus_stop,POINT (-118.219537 33.9892458),,,yes,Metro 251,Metro Local,Q77610,Los Angeles County Metropolitan Transportation Authority,Q3259702,platform,,,,,,,,,,,,,,,"JCPenney, 6420 Pacific Blvd, Huntington Park",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4317280994,bus_stop,POINT (-118.225275 33.9873517),,,yes,Metro 251,Metro Local,Q77610,Los Angeles County Metropolitan Transportation Authority,Q3259702,platform,,,,,,,,,,,,,,,"JCPenney, 6420 Pacific Blvd, Huntington Park",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4317281002,bus_stop,POINT (-118.225334 33.9781355),,,yes,Metro 251,Metro Local,Q77610,Los Angeles County Metropolitan Transportation Authority,Q3259702,platform,,,,,,,,,,,,,,,"JCPenney, 6420 Pacific Blvd, Huntington Park",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4317281690,bus_stop,POINT (-118.225281 33.9857554),,,yes,Metro 251,Metro Local,Q77610,Los Angeles County Metropolitan Transportation Authority,Q3259702,platform,,,,,,,,,,,,,,,"JCPenney, 6420 Pacific Blvd, Huntington Park",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4317285990,bus_stop,POINT (-118.225276 33.9890384),,,yes,Metro 251,Metro Local,Q77610,Los Angeles County Metropolitan Transportation Authority,Q3259702,platform,,,,,,,,,,,,,,,"JCPenney, 6420 Pacific Blvd, Huntington Park",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4317285995,bus_stop,POINT (-118.2244838 33.9740157),,,yes,Florence & Pacific,Metro Local;The Link,Q77610,Los Angeles County Metropolitan Transportation Authority,Q3259702,platform,,no,,,,,,,,,,,,,"JCPenney, 6420 Pacific Blvd, Huntington Park",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4317286007,bus_stop,POINT (-118.225169 33.985244),,,yes,Metro 251,Metro Local,Q77610,Los Angeles County Metropolitan Transportation Authority,Q3259702,platform,,,,,,,,,,,,,,,"JCPenney, 6420 Pacific Blvd, Huntington Park",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4317286194,bus_stop,POINT (-118.225262 33.9756919),,,yes,Metro 251,Metro Local,Q77610,Los Angeles County Metropolitan Transportation Authority,Q3259702,platform,,,,,,,,,,,,,,,"JCPenney, 6420 Pacific Blvd, Huntington Park",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4317286196,bus_stop,POINT (-118.217395 33.9734433),,,yes,Metro 251,Metro Local,Q77610,Los Angeles County Metropolitan Transportation Authority,Q3259702,platform,,,,,,,,,,,,,,,"JCPenney, 6420 Pacific Blvd, Huntington Park",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4317293795,bus_stop,POINT (-118.222877 33.9891308),,,yes,Metro 251,,,,,platform,,,,,,,,,,,,,,,"JCPenney, 6420 Pacific Blvd, Huntington Park",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4317295397,bus_stop,POINT (-118.225096 33.974954),,,yes,Metro 251,Metro Local,Q77610,Los Angeles County Metropolitan Transportation Authority,Q3259702,platform,,,,,,,,,,,,,,,"JCPenney, 6420 Pacific Blvd, Huntington Park",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4317295399,bus_stop,POINT (-118.219263 33.9894322),,,yes,Metro 251,Metro Local,Q77610,Los Angeles County Metropolitan Transportation Authority,Q3259702,platform,,,,,,,,,,,,,,,"JCPenney, 6420 Pacific Blvd, Huntington Park",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4317297490,bus_stop,POINT (-118.217777 33.9733765),,,yes,Metro 251,Metro Local,Q77610,Los Angeles County Metropolitan Transportation Authority,Q3259702,platform,,,,,,,,,,,,,,,"JCPenney, 6420 Pacific Blvd, Huntington Park",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4317297491,bus_stop,POINT (-118.225101 33.9781144),,,yes,Metro 251,Metro Local,Q77610,Los Angeles County Metropolitan Transportation Authority,Q3259702,platform,,,,,,,,,,,,,,,"JCPenney, 6420 Pacific Blvd, Huntington Park",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4317297492,bus_stop,POINT (-118.225128 33.9804353),,,yes,Metro 251,Metro Local,Q77610,Los Angeles County Metropolitan Transportation Authority,Q3259702,platform,,,,,,,,,,,,,,,"JCPenney, 6420 Pacific Blvd, Huntington Park",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4317298689,bus_stop,POINT (-118.2233897 33.9741178),,,yes,Florence & Seville,Metro Local,Q77610,Los Angeles County Metropolitan Transportation Authority,Q3259702,platform,,no,,,,,,,,,,,,,"JCPenney, 6420 Pacific Blvd, Huntington Park",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4317298789,bus_stop,POINT (-118.221331 33.9738465),,,yes,Metro 251,Metro Local,Q77610,Los Angeles County Metropolitan Transportation Authority,Q3259702,platform,,,,,,,,,,,,,,,"JCPenney, 6420 Pacific Blvd, Huntington Park",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4317298797,bus_stop,POINT (-118.222795 33.9871459),,,yes,Metro 251,Metro Local,Q77610,Los Angeles County Metropolitan Transportation Authority,Q3259702,platform,,,,,,,,,,,,,,,"JCPenney, 6420 Pacific Blvd, Huntington Park",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4317300196,bus_stop,POINT (-118.225117 33.9826177),,,yes,Metro 251,Metro Local,Q77610,Los Angeles County Metropolitan Transportation Authority,Q3259702,platform,,,,,,,,,,,,,,,"JCPenney, 6420 Pacific Blvd, Huntington Park",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4317300197,bus_stop,POINT (-118.225161 33.9870844),,,yes,Metro 251,Metro Local,Q77610,Los Angeles County Metropolitan Transportation Authority,Q3259702,platform,,,,,,,,,,,,,,,"JCPenney, 6420 Pacific Blvd, Huntington Park",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10634721882,bus_stop,POINT (-118.2342104 33.9748332),,,yes,Florence & Alameda,Metro Local,Q77610,Los Angeles County Metropolitan Transportation Authority,Q3259702,platform,,yes,,,,,,,,,,,,,"JCPenney, 6420 Pacific Blvd, Huntington Park",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10634721888,bus_stop,POINT (-118.2331878 33.9745776),,,yes,Florence & Roseberry,Metro Local,Q77610,Los Angeles County Metropolitan Transportation Authority,Q3259702,platform,,no,,,,,,,,,,,,,"JCPenney, 6420 Pacific Blvd, Huntington Park",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10634721892,bus_stop,POINT (-118.2306359 33.9746319),,,yes,Florence & Santa Fe,Metro Local;The Link,Q77610,Los Angeles County Metropolitan Transportation Authority,Q3259702,platform,,yes,,,,,,,,,,,,,"JCPenney, 6420 Pacific Blvd, Huntington Park",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10634721893,bus_stop,POINT (-118.2307396 33.9748362),,,yes,Florence & Santa Fe,Metro Local;The Link,Q77610,Los Angeles County Metropolitan Transportation Authority,Q3259702,platform,,yes,,,,,,,,,,,,,"JCPenney, 6420 Pacific Blvd, Huntington Park",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10635130559,bus_stop,POINT (-118.2276266 33.9745658),,,yes,Florence & Malabar,Metro Local,Q77610,Los Angeles County Metropolitan Transportation Authority,Q3259702,platform,,yes,,,,,,,,,,,,,"JCPenney, 6420 Pacific Blvd, Huntington Park",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10635130563,bus_stop,POINT (-118.2275111 33.974341),,,yes,Florence & Malabar,The Link,,,,platform,,no,,,,,,,,,,,,,"JCPenney, 6420 Pacific Blvd, Huntington Park",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10635130578,bus_stop,POINT (-118.2267622 33.9742639),,,yes,Florence & Rugby,Metro Local,Q77610,Los Angeles County Metropolitan Transportation Authority,Q3259702,platform,,no,,,,,,,,,,,,,"JCPenney, 6420 Pacific Blvd, Huntington Park",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10635130579,bus_stop,POINT (-118.2263035 33.9744248),,,yes,Florence & Pacific,Metro Local,Q77610,Los Angeles County Metropolitan Transportation Authority,Q3259702,platform,,yes,,,,,,,,,,,,,"JCPenney, 6420 Pacific Blvd, Huntington Park",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
